FID,SpawnID,SURV_TYP,SURV_ID,YEAR,DATE,TIME,DATETIME,SPAWN_ID,EST_MILES,MEAS_MILES,ASSOC_SCHL,TIDE_HT,TIDE_CMT,EST_BIOMS,DEP_RANGE,LOC_DESC,LOC_ACCUR,LOC_AC_DES,DISTRICT,SUBDIST,STAT_AR,STAT_AR_DE,H_MGT_AR,INDEX_AR,AIRCRAFT,ALTITUDE,SURVEYOR,SURV_HRS,WEATHER,COMMENTS,DEP_CAT,DEP_CAT_DE,SURV_CON,SURV_CON_D,AR_CON,AR_CON_DES,version,geometry
RN_KameshakSpawn.181,88,Aerial,1987.08,1986,1986-04-30T00:00:00,0,1986043000,1986.008,0,4.176,,0,,0,,Wrapping Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,,NA,Schroeder,0,Clear and calm,Dense spawn,0,,0,,0,,0,"LINESTRING (-153.9727135414034 59.36124327972364, -153.96932096418075 59.36200364537166, -153.96642486167363 59.362468304851646, -153.9646872001693 59.362595029056315, -153.9624530639495 59.362341580172114, -153.96071540244517 59.36200364537166, -153.95864675779723 59.36137000851886, -153.95649536736332 59.36086309048859, -153.95417848535763 59.36044065299243, -153.95252356963925 59.36048289697951, -153.95078590813495 59.360905333948, -153.94871726348697 59.361665707194256, -153.94697960198263 59.362341580172114, -153.94466271997695 59.36322864295651, -153.94218034639937 59.36415792186868, -153.9391187523204 59.36483374503765, -153.93696736188647 59.3649604603781, -153.93545574521806 59.36494645576029, -153.93420800003048 59.36481093983437, -153.9335708535517 59.364621216625665, -153.93293370707298 59.36436373342547, -153.9325620382937 59.364106248264655, -153.93237620390406 59.36372679287501, -153.93266822937352 59.363238915403024, -153.93506420881036 59.36225709678859, -153.9387877691767 59.36103206400959, -153.94209760061347 59.359891476358854, -153.94507644890658 59.35866635788705, -153.94780705984184 59.35752569045149, -153.94937922977434 59.35668072680868, -153.95053767077718 59.35604699022436, -153.9531855359266 59.35503298699254, -153.95657811314928 59.35482173249328, -153.9583985204395 59.35435696795094, -153.9616256060903 59.353089395834566, -153.96344601338052 59.35283587571174, -153.96568014960033 59.3530471426127, -153.96973469311033 59.353638682916475, -153.97229981247384 59.35380769253197, -153.97436845712178 59.353216155183546, -153.97585788126838 59.352413337951724, -153.97767828855854 59.35131471507694, -153.98065713685162 59.35004702896651, -153.98338774778694 59.34903284587856, -153.98744229129696 59.34784959385333, -153.99017290223233 59.346877605877445, -153.99178644505773 59.345863327786546)"
RN_KameshakSpawn.182,89,Aerial,1986.1,1986,1986-05-01T00:00:00,1020,1.98605E+11,1986.009,0,1.296,,10.7,1/3 ebb,0,,Mid E side of Iniskin Bay,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,Beaver,1750,Schroeder,2,Overcast,1500-2000 ft altitude,0,,0,,0,,0,"LINESTRING (-153.38383194911356 59.71274719672958, -153.38511283974168 59.71091367924926, -153.3857532850558 59.70929578599672, -153.3857532850558 59.70832501237411, -153.3857532850558 59.7063833803663, -153.38511283974168 59.704981020294206, -153.3836184673422 59.70314707586133, -153.38191061317133 59.702068237923804, -153.3799892772291 59.700989365100405, -153.37721401420143 59.69958677827438, -153.37486571471644 59.698507825210626, -153.37379830585965 59.697105134069545, -153.3735848240883 59.69624191021425)"
RN_KameshakSpawn.183,90,Aerial,1986.1,1986,1986-05-01T00:00:00,1045,1.98605E+11,1986.01,0,0.596,,10.1,1/3 ebb,0,,Inside Rocky Cove,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 8,5; Ursus Cove,Beaver,1750,Schroeder,2,Overcast,"1500-2000 ft altitude, light spawn",0,,0,,0,,0,"LINESTRING (-153.72472992037262 59.454928178323534, -153.72352809706717 59.456396584016304, -153.7210042681258 59.45731430507617, -153.71836025685386 59.45780374608665, -153.7160767925735 59.45798728463242, -153.71247132265722 59.45835435872422, -153.71066858769905 59.45866025074549)"
RN_KameshakSpawn.184,91,Aerial,1986.1,1986,1986-05-01T00:00:00,1100,1.98605E+11,1986.011,0,1.019,,9.6,1/3 ebb,0,,Tignagvik Point,G,Generalized,Kamishak,Rocky Cove Subdistrict,24978,Rocky Cove,Area 7,5; Ursus Cove,Beaver,1750,Schroeder,2,Clear and calm,"1500-2000 ft altitude, light spawn",0,,0,,0,,0,"LINESTRING (-153.73746924741022 59.44115876230466, -153.73662797109642 59.441036342269626, -153.73398395982446 59.44048544661066, -153.732782136519 59.44048544661066, -153.73085921923033 59.44048544661066, -153.72869593728055 59.440301812723824, -153.7271335669835 59.43968969254367, -153.72641247300027 59.43877149143449, -153.72617210833914 59.43724110068092, -153.72617210833914 59.436261614142815, -153.72725374931403 59.43479233098432, -153.7301381252471 59.43350665570165, -153.73374359516333 59.43252706067988)"
RN_KameshakSpawn.185,92,Aerial,1986.1,1986,1986-05-01T00:00:00,1100,1.98605E+11,1986.012,0,0.654,,9.6,1/3 ebb,0,,Fortification Bluff,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 7,6; Fortification Bluff,Beaver,1750,Schroeder,2,Clear and calm,"1500-2000 ft altitude, light spawn",0,,0,,0,,0,"LINESTRING (-153.83337474718368 59.41764596304213, -153.83049037125062 59.41752345763362, -153.82712526599542 59.41733969868692, -153.82496198404567 59.417400951780344, -153.82135651412935 59.41746220476258, -153.81835195586575 59.41776846800588, -153.8151070329411 59.418319734838995)"
RN_KameshakSpawn.186,93,Aerial,1986.1,1986,1986-05-01T00:00:00,1120,1.98605E+11,1986.013,0,0.935,,9,1/3 ebb,0,,Fortification Bluff,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 7,6; Fortification Bluff,Beaver,1750,Schroeder,2,Clear and calm,1500-2000 ft altitude,0,,0,,0,,0,"LINESTRING (-153.8784431211374 59.42144341011255, -153.87519819821273 59.422668301868846, -153.87243400461023 59.423097003477174, -153.87003035799933 59.42340321557637, -153.86750652905795 59.42358694150177, -153.86498270011654 59.423648183254556, -153.86233868884457 59.423525699637814, -153.859334130581 59.423097003477174, -153.85753139562283 59.42254581469443, -153.85572866066474 59.42162714671109, -153.85500756668145 59.42089219431321)"
RN_KameshakSpawn.187,94,Aerial,1986.1,1986,1986-05-01T00:00:00,1120,1.98605E+11,1986.014,0,1.805,,9.2,1/3 ebb,0,,Southern Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,Beaver,1750,Schroeder,2,Clear and calm,"1500-2000 ft altitude, heavy spawn",0,,0,,0,,0,"LINESTRING (-153.98853013591497 59.34614982043486, -153.98756867727062 59.346763638169314, -153.98576594231247 59.34786848203298, -153.9827613840489 59.34872778009762, -153.9799971904464 59.34970980830731, -153.9777137261661 59.35063043386806, -153.97531007955521 59.35198063937731, -153.97326697993603 59.35283983300928, -153.97074315099456 59.35320805217172, -153.96689731641717 59.35265572192512, -153.96569549311178 59.35234886789153, -153.9642533051453 59.352226125498795, -153.96233038785655 59.3524102389209, -153.9610083822206 59.35283983300928, -153.959325829593 59.353637636129086, -153.9571625476432 59.3544354204344, -153.9546387187018 59.35492635527085, -153.95283598374365 59.354987721624425, -153.9512736134466 59.355478648445434, -153.9493506961579 59.35633775323827, -153.9480286905219 59.35707411140866, -153.94742777886924 59.35805589736668)"
RN_KameshakSpawn.219,126,Aerial,1987.08,1987,1987-04-28T00:00:00,1020,1.98704E+11,1987.009,0,1.045,,-3.2,,0,,Southern Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,,NA,Schroeder,0,"Overcast, NE wind 35-40, H2O muddy",Heavy spawn,0,,0,,0,,0,"LINESTRING (-153.96983380087866 59.35343287060979, -153.96568839602898 59.35226862025759, -153.96309751799788 59.35221569883502, -153.9601957346031 59.35263906789762, -153.95843393754194 59.35348579012833, -153.95636123511704 59.35433249116666, -153.95366672196474 59.35486166855403, -153.95045403320623 59.35523208779974, -153.94796679029636 59.355602502989235, -153.94257776399172 59.35565541911376)"
RN_KameshakSpawn.188,95,Aerial,1986.1,1986,1986-05-01T00:00:00,1125,1.98605E+11,1986.015,0,3.49,,9,1/3 ebb,0,,Btw Amakdedori and Contact Pt,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 6,7; Bruin/Amakdedori,Beaver,1750,Schroeder,2,Clear and calm,"1500-2000 ft altitude, light spawn, no fish seen",0,,0,,0,,0,"LINESTRING (-154.0867190999688 59.310283547812716, -154.08287326539138 59.31181969744777, -154.07938797780565 59.31341721919736, -154.07494123157556 59.3149532267752, -154.07121557932874 59.316243419328345, -154.0662881037765 59.31728782493364, -154.0628028161907 59.318025033034814, -154.05679369966353 59.31906938371672, -154.05258731809454 59.320113702203024, -154.04729929555063 59.32134227096852, -154.0424920023289 59.32232509389812, -154.03792507376826 59.32355358245747, -154.0340792391909 59.324720605317474, -154.03131504558837 59.32551907147331, -154.02734902868048 59.326747444185465, -154.02350319410309 59.32834426210209, -154.01845553622024 59.33043229499787, -154.01617207193993 59.33270441979451, -154.01304733134583 59.335529010983834, -154.00836022045462 59.33878313909485)"
RN_KameshakSpawn.189,96,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.016,0,0.379,,0,,0,,Fortification Bluff,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 7,6; Fortification Bluff,,NA,Kyle,0,Clear and calm,Old spawn,0,,0,,0,,0,"LINESTRING (-153.7830470149012 59.423324324993565, -153.77425775888398 59.42647970439838)"
RN_KameshakSpawn.190,97,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.017,0,0.344,,0,,0,,S of Kirschner Falls,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 7,7; Bruin/Amakdedori,,NA,Kyle,0,Clear and calm,Old spawn,0,,0,,0,,0,"LINESTRING (-153.9462475186763 59.38513102675044, -153.93905630920761 59.388493770992135)"
RN_KameshakSpawn.191,98,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.018,0,2.218,,0,,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,,NA,Kyle,0,Clear and calm,Old spawn,0,,0,,0,,0,"LINESTRING (-153.99978207805415 59.34179303476722, -153.99518769422693 59.3440377764797, -153.9915920894926 59.345466170959625, -153.98939477548828 59.34679248327779, -153.98599892657253 59.347914706944216, -153.98100503110817 59.34964897940442, -153.97820844964815 59.350873118210274, -153.97521211236955 59.351791193249035, -153.9718162634538 59.352811247406656, -153.968420414538 59.352811247406656, -153.96542407725937 59.35250523438877, -153.96322676325508 59.352403229434366, -153.9624277399808 59.352403229434366, -153.9608296934322 59.35270924337494, -153.95903189106505 59.353525267017105, -153.95703433287926 59.35434127097568, -153.95483701887497 59.35464726738554, -153.95204043741495 59.35474926557372, -153.94964336759207 59.35556524000753, -153.94784556522487 59.35689115648281)"
RN_KameshakSpawn.192,99,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.019,0.5,0.851,,0,,0,,Amakdedori Beach,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 6,7; Bruin/Amakdedori,,NA,Kyle,0,Clear and calm,Heavy spawn,0,,0,,0,,0,"LINESTRING (-154.11224460391136 59.300749257883254, -154.10545290607985 59.30350748762702, -154.10025925479692 59.30555047607754, -154.09506560351403 59.30677621004152, -154.0928682895097 59.30789976056717)"
RN_KameshakSpawn.193,100,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.02,0,0.602,,0,,0,,Northern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,,NA,Kyle,0,Clear and calm,,0,,0,,0,,0,"LINESTRING (-154.13881212778173 59.22332526492966, -154.1378133486889 59.22148212211474, -154.13761359287028 59.220355707880245, -154.13861237196318 59.219331662562766, -154.14100944178605 59.21851240410702, -154.1424077325161 59.216873827989346, -154.14200822087892 59.21564484409449)"
RN_KameshakSpawn.194,101,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.021,0,0.195,,0,,0,,Southern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,,NA,Kyle,0,Clear and calm,New spawn,0,,0,,0,,0,"LINESTRING (-154.13681456959603 59.194950282356054, -154.13162091831305 59.194027954539955)"
RN_KameshakSpawn.195,102,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.022,0,0.516,,0,,0,,E side of Iniskin Bay,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,,NA,Kyle,0,Clear and calm,Light spawn,0,,0,,0,,0,"LINESTRING (-153.39296817825456 59.67087074638482, -153.3920668107755 59.66342285397037)"
RN_KameshakSpawn.196,103,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.023,0,0.332,,0,,0,,Near Black Reef,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,,NA,Kyle,0,Clear and calm,Thin spawn,0,,0,,0,,0,"LINESTRING (-153.51760326414436 59.6316549239763, -153.50895013634522 59.633602505613965)"
RN_KameshakSpawn.197,104,Aerial,1986.11,1986,1986-05-05T00:00:00,0,1986050500,1986.024,0.125,0.688,,0,,0,,N side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Kyle,0,Clear and calm,Good spawn,0,,0,,0,,0,"LINESTRING (-153.68124352541196 59.551218333280474, -153.67316727279945 59.551901637917844, -153.66701393747562 59.551901637917844, -153.66182206079617 59.55229209146506)"
RN_KameshakSpawn.198,105,Aerial,1986.12,1986,1986-05-12T00:00:00,950,1.98605E+11,1986.025,0,1.294,,1.9,,0,,N side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,Beaver,2000,Schroeder,2.7,"Clear, W wind 35-45",Heavy spawn,0,,0,,0,,0,"LINESTRING (-153.68828626225238 59.54922939990897, -153.68134631075478 59.55067069470434, -153.6769299779836 59.55115111255024, -153.6706209311677 59.55163152351997, -153.66210371796612 59.55163152351997, -153.65768738519495 59.55211192761362, -153.65232469540138 59.552432193189375)"
RN_KameshakSpawn.199,106,Aerial,1986.13,1986,1986-05-15T00:00:00,0,1986051500,1986.026,0,0.628,,0,Half ebb,0,,,G,Generalized,Kamishak,,24990,Oil/Dry Bay,Area 10,2; Oil Bay,Beaver,NA,Schroeder,0,Overcast,Possible light spawn,0,,0,,0,,0,"LINESTRING (-153.25927722394243 59.63919456737715, -153.2580973502522 59.639119893991165, -153.25529515023783 59.6387465245606, -153.25293540285733 59.63807444908263, -153.2507231396881 59.63725300515975, -153.249100813364 59.63620750190037, -153.24865836073013 59.634863235408105, -153.24880584494142 59.63381765745647, -153.2492482975753 59.6333695426163)"
RN_KameshakSpawn.200,107,Aerial,1986.13,1986,1986-05-15T00:00:00,0,1986051500,1986.027,0,2.715,,0,Half ebb,0,,,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,Beaver,NA,Schroeder,0,Overcast,Possible light spawn,0,,0,,0,,0,"LINESTRING (-153.70764226108668 59.54860299113694, -153.70320662629416 59.5481289028547, -153.69923790042714 59.5481289028547, -153.69456881117188 59.548484469694095, -153.68756517728892 59.54919559207422, -153.68266263357083 59.55014373181385, -153.6791608166294 59.550736305551254, -153.67565899968795 59.55132886882741, -153.67075645596987 59.55168440177176, -153.66585391225183 59.55156589120875, -153.66048445960826 59.55227694831016, -153.65208009894872 59.552869484387614, -153.6476444641562 59.553462010004246, -153.64390919275198 59.55358051387229, -153.63994046688495 59.552869484387614, -153.63737246779456 59.55251396399645, -153.63410410531586 59.55097333211706, -153.63340374192757 59.550854819043394)"
RN_KameshakSpawn.201,108,Aerial,1986.13,1986,1986-05-15T00:00:00,0,1986051500,1986.028,0,0.67,,0,Half ebb,0,,,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,NA,Schroeder,0,"Snow, NE 20",Light spawn,0,,0,,0,,0,"LINESTRING (-154.1373732462268 59.24009466579792, -154.12492014289745 59.24738561324015)"
RN_KameshakSpawn.202,109,Aerial,1986.13,1986,1986-05-15T00:00:00,0,1986051500,1986.029,0,0.566,,0,Half ebb,0,,,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,NA,Schroeder,0,"Snow, NE 20",Light spawn,0,,0,,0,,0,"LINESTRING (-154.16405846764675 59.185514826261794, -154.15012285201632 59.18155856738443)"
RN_KameshakSpawn.203,110,Aerial,1986.14,1986,1986-05-17T00:00:00,1045,1.98605E+11,1986.03,0,0.821,,9.3,,0,,Ursus Head,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Schroeder,0,"Clear, calm and sunny",Light spawn,0,,0,,0,,0,"LINESTRING (-153.6076044290316 59.550845392898445, -153.60459329305127 59.551282134405746, -153.60043505764983 59.55113655453472, -153.59871440851822 59.55113655453472, -153.59642020967607 59.55113655453472, -153.59484294797207 59.550699811133164, -153.59326568626807 59.550554228736466, -153.59154503713643 59.550772602094725, -153.5896810005772 59.55120934454914, -153.5886772885837 59.55164608132081, -153.58638308974156 59.55244675064294, -153.58566615260338 59.55251953781603)"
RN_KameshakSpawn.218,125,Aerial,1987.08,1987,1987-04-28T00:00:00,1020,1.98704E+11,1987.008,0,1.329,,-3.2,,0,,Entrance to Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,,NA,Schroeder,0,"Overcast, NE wind 35-40, H2O muddy",Moderate spawn,0,,0,,0,,0,"LINESTRING (-153.97936823203304 59.36443834844705, -153.9781246105781 59.362798336046225, -153.9765700837595 59.36189894063802, -153.97429011109213 59.36147568746314, -153.97024834136369 59.361316966156885, -153.96724292284762 59.361846034280845, -153.9643411394528 59.36232218851566, -153.9626829775129 59.36253381046804, -153.96061027508804 59.36211056523899, -153.95770849169324 59.36126405888925, -153.95408126244973 59.36089370569825, -153.9515940195399 59.36099952130954, -153.9486922361451 59.36168731471274, -153.9467231688415 59.36242799965739)"
RN_KameshakSpawn.204,111,Aerial,1986.14,1986,1986-05-17T00:00:00,1045,1.98605E+11,1986.031,0,3.832,,9.3,,0,,Fortification Bluff,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 7,6; Fortification Bluff,,NA,Schroeder,0,"Clear, calm and sunny",Light spawn,0,,0,,0,,0,"LINESTRING (-153.74022448543528 59.43068933955655, -153.7421538343171 59.43015318657731, -153.7444339739047 59.42952766399557, -153.75004662519737 59.428544676498895, -153.7547822997255 59.4284553125786, -153.75706243931313 59.428812766839194, -153.7610965324297 59.42925957933766, -153.76477983484048 59.42925957933766, -153.76758616048676 59.429170217311494, -153.77144485825042 59.428365948421515, -153.77390039319098 59.42738292706692, -153.7763559281315 59.426221137620196, -153.77951304448356 59.42523805375662, -153.78196857942413 59.424433691103204, -153.78389792830598 59.424076190434114, -153.788808998187 59.42309304405894, -153.79179071918617 59.4224673905386, -153.7951232308912 59.42175234373611, -153.8009112775367 59.42076912963707, -153.807050114888 59.41924956057888, -153.8107334172988 59.41880261547843, -153.8154690918269 59.418087491003334, -153.82143253382534 59.41772992308219, -153.82266030129563 59.41764053050986, -153.82564202229483 59.41746174465474, -153.8326578364106 59.41737235137195, -153.83511337135107 59.4178193154177, -153.8373935109387 59.41826627354299, -153.84125220870237 59.418087491003334, -153.84212918546686 59.41790870751639)"
RN_KameshakSpawn.205,112,Aerial,1986.14,1986,1986-05-17T00:00:00,1045,1.98605E+11,1986.032,0,2.441,,9.1,,0,,Contact Point,G,Generalized,Kamishak,Bruin Bay Subdistrict,24975,Kirschner Lake,Area 6,7; Bruin/Amakdedori,,NA,Schroeder,0,"Clear, calm and sunny",Light spawn,0,,0,,0,,0,"LINESTRING (-153.94508625761588 59.359664327454404, -153.946489420439 59.35805245678631, -153.94876956002662 59.35661961836925, -153.9508743042614 59.355276277227034, -153.95420681596636 59.35455980680397, -153.95771472302425 59.35375375943897, -153.96052104867056 59.353037256768474, -153.9622750021995 59.35258943489307, -153.96525672319868 59.35285812872967, -153.96806304884498 59.35348507271592, -153.97034318843262 59.35339551000067, -153.97332490943182 59.352768564354605, -153.97525425831367 59.3517833405787, -153.9754296536666 59.35160420590048, -153.9789375607245 59.350439807372176, -153.9836732352526 59.348558771247326, -153.98770732836917 59.34721510998788, -153.99174142148576 59.345871395370644, -153.99682788671967 59.34336298531863, -154.0001603984247 59.34183993135832)"
RN_KameshakSpawn.206,113,Aerial,1986.14,1986,1986-05-17T00:00:00,1045,1.98605E+11,1986.033,0,1.162,,9.1,,0,,Northern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,,NA,Schroeder,0,"Clear, calm and sunny",Light spawn,0,,0,,0,,0,"LINESTRING (-154.1236387268623 59.21572688702206, -154.12293714545072 59.2150973917872, -154.12153398262754 59.214198092671026, -154.12030621515729 59.21338870313814, -154.1189030523341 59.211589990780126, -154.11855226162834 59.21114029783009, -154.1173244941581 59.20961129733608, -154.117499889511 59.20790233311022, -154.1192538430399 59.20655309019094, -154.12153398262754 59.205563611379, -154.12451570362677 59.20376448527578, -154.125743471097 59.20124554892442)"
RN_KameshakSpawn.207,114,Aerial,1986.16,1986,1986-05-18T00:00:00,1510,1.98605E+11,1986.034,0,0.855,,4.3,,0,,S side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Schroeder,0,,Dense spawn,0,,0,,0,,0,"LINESTRING (-153.75766162392657 59.51646389613468, -153.75650519143545 59.51381929972185, -153.7550596508216 59.511762247546, -153.7524576777166 59.510439790390286, -153.749277488366 59.509705069491645, -153.74320621778767 59.50882338321854, -153.7420497852966 59.50867643325842)"
RN_KameshakSpawn.208,115,Aerial,1986.16,1986,1986-05-18T00:00:00,1510,1.98605E+11,1986.035,0,1.066,,4.3,,0,,S side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Schroeder,0,,Dense spawn,0,,0,,0,,0,"LINESTRING (-153.73019635226262 59.50441460501668, -153.72875081164878 59.50176906061194, -153.72643794666652 59.499270299793174, -153.72354686543875 59.49735935742976, -153.72065578421098 59.496330343495664, -153.72036667608816 59.49588932788745, -153.72152310857928 59.49412520763461, -153.72007756796543 59.49221397296063, -153.71892113547426 59.491037774577364)"
RN_KameshakSpawn.209,116,Aerial,1986.16,1986,1986-05-18T00:00:00,1510,1.98605E+11,1986.036,0,0.824,,4.3,,0,,S side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Schroeder,0,,Dense spawn,0,,0,,0,,0,"LINESTRING (-153.71545183800092 59.48824413861397, -153.71313897301874 59.48736188959385, -153.7125607567732 59.48559732215811, -153.7125607567732 59.484715003741684, -153.7122716486504 59.48295029750974, -153.71140432428203 59.48074428459234, -153.71053699991373 59.47883228977195, -153.70938056742264 59.47750853742755, -153.7090914592998 59.47721436317055)"
RN_KameshakSpawn.210,117,Aerial,1986.16,1986,1986-05-18T00:00:00,1510,1.98605E+11,1986.037,0,1.47,,4.3,,0,,S side of Ursus Cove,G,Generalized,Kamishak,Ursus Cove Subdistrict,24980,Ursus Cove,Area 8,5; Ursus Cove,,NA,Schroeder,0,,Dense spawn,0,,0,,0,,0,"LINESTRING (-153.70938056742264 59.48118549874298, -153.70706770244038 59.47853812708295, -153.70562216182648 59.476920186342866, -153.70359840496707 59.47471377819249, -153.70186375623038 59.471624563837175, -153.70099643186205 59.469417808614224, -153.70041821561648 59.46927068645724, -153.69983999937094 59.465298145242954, -153.70157464810757 59.46191375902908, -153.7024419724759 59.461177977895545)"
RN_KameshakSpawn.211,118,Aerial,1987.05,1987,1987-04-25T00:00:00,1145,1.98704E+11,1987.001,0,0.449,,10.3,High tide,0,,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,Beaver,1800,Schroeder,0,"Clear, muddy water",Light spawn,0,,0,,0,,0,"LINESTRING (-154.0068708990198 59.35954044859497, -154.00323142461065 59.360373380548566, -154.00072144225948 59.361590705735026, -153.99883895549615 59.362936119436256, -153.9978349625557 59.36383303216696)"
RN_KameshakSpawn.212,119,Aerial,1987.05,1987,1987-04-25T00:00:00,1145,1.98704E+11,1987.002,0,0.901,,10.3,High tide,0,,Northern Chenik Head,G,Generalized,Kamishak,Chenik Subdistrict,24955,Chenik River,Area 5,8; Chenik/Nordyke,Beaver,1800,Schroeder,0,"Clear, muddy water",Moderate spawn,0,,0,,0,,0,"LINESTRING (-154.1275025571317 59.21772176440733, -154.12367086255506 59.21706694635445, -154.12037134778083 59.21613926586527, -154.1188812443344 59.21548441734495, -154.11760401280884 59.21455669369285, -154.1168589610856 59.213519796138335, -154.11632678128336 59.2117187936839, -154.11600747340196 59.20980853537095, -154.11675252512515 59.20800733643176, -154.1169653970461 59.207843586345206)"
RN_KameshakSpawn.213,120,Aerial,1987.06,1987,1987-04-26T00:00:00,1645,1.98704E+11,1987.003,0,1.487,,11.9,,0,,Inside Bruin Bay,G,Generalized,Kamishak,Bruin Bay Subdistrict,24970,Bruin Bay,Area 6,7; Bruin/Amakdedori,,NA,Schroeder,0,"OC, low ceiling, snow squall, windy","Lots of large schools near by, heavy spawn",0,,0,,0,,0,"LINESTRING (-153.99340754431984 59.368559271940015, -153.9947975661915 59.367211243954536, -153.99493656837865 59.365792209062306, -153.99451956181716 59.36465693826838, -153.99396355306845 59.36337971306391, -153.99368554869412 59.361747632875414, -153.9938245508813 59.36032836868396, -153.99590958368884 59.35926388145275, -153.99729960556053 59.358696141229885, -153.99980164492953 59.35841226754461, -154.0020256799242 59.35812839147673, -154.00480572366757 59.357915482862275, -154.01050481334144 59.35798645254934, -154.0138408658335 59.35763160262488, -154.01606490082818 59.35720577780136, -154.017593924887 59.35692189160739)"
RN_KameshakSpawn.214,121,Aerial,1987.06,1987,1987-04-26T00:00:00,1730,1.98704E+11,1987.004,0,2.037,,8.5,,0,,Upper Iniskin Bay,G,Generalized,Kamishak,Iniskin Bay Subdistrict,24985,Iniskin Bay,Area 9,3; Iniskin Bay,,NA,Schroeder,0,"Snow, west wind",Light spawn,0,,0,,0,,0,"LINESTRING (-153.36876150137 59.71673960481719, -153.3726694485749 59.71723311587182, -153.37901986278294 59.717397617933536, -153.38162516091958 59.71715086453661, -153.38471895245684 59.715999324539716, -153.38634726379226 59.714765487555184, -153.38683575719287 59.713613865179994, -153.38716141945994 59.711310501118035, -153.38764991286055 59.71032329639142, -153.38732425059345 59.70851334516574, -153.3866729260593 59.70653874090198, -153.38602160152516 59.70555139493574, -153.3850446147239 59.704728584306935, -153.38390479678915 59.70275375599534, -153.3824393165873 59.701437138842735, -153.37885703164943 59.70020276307422, -153.3759260712457 59.6986391548766, -153.37462342217736 59.69765157510469)"
